Station,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12
Pekat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,100,100,100,100,100,100,20,0,0,22.58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,93.33,83.87,100,100,100,100,100,100,100,100,100,100,100,100
Pelabuhan Ratu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.52,90.32,40,100,100,100,77.42,67.86,70.97,96.67,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,83.87,100,100,100,100,100,100,100,100,100,100,100,100
Pelalawan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.87,96.67,100,100,100,0,100,77.42,100,100,100,100,100,93.33,83.87,100,100,100,100,100,100,100,100,100,100,100,100
Pematang Sawah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,96.77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,70.97,100,96.55,100,100,100,100,100,100,100,100,100,100
Pemkab Lebak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,83.33,0,70.97,100,100,53.33,0,0,0,0,26.67,100,60,0,0,60,35.48,100,100,100,3.45,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,100,100,100,77.42,100,100,100,100,100,100,100,100,100,100,100,100,100,96.77,100,100,0,100,100,93.33,100,100,93.33,58.06,96.67,100,100,100,100,100,100,100,100,100,100,100,100,100
Pesisir Selatan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,45.16,67.74,100,100,100,100,100,100,100,100,100,20,54.84,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,83.87,100,100,100,100,100,100,100,100,100,100,100,100
Pinangsori Sibolga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.33,32.26,0,21.43,0,0,0,0,0,0,0,3.23,0,0,0,21.43,0,100,100,100,77.42,100,100,90.32,93.33,70.97,58.06,79.31,100,100,100,100,100,100,93.33,67.74,100,100
Pitumpanua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.71,100,60,0,0,0,0,0,35.48,100,100,100,100,100,56.67,0,0,0,0,0,19.35,90,100,100,100,0,100,100,100,100,100,100,100,93.33,83.87,100,100,100,100,100,100,100,100,100,100,100,100
Plampang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.87,100,100,100,100,0,100,100,100,100,100,100,100,93.33,83.87,100,82.76,87.1,100,100,93.33,96.77,100,80,100,100,100
Plosoklaten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,96.77,93.33,83.87,100,96.55,100,100,100,100,100,90.32,96.67,100,100,100
Poigar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,36.67,100,100,100,100,100,100,100,80.65,0,6.45,100,93.33,100,100,35.48,3.23,0,0,0,0,0,0,64.52,100,100,96.67,100,25.81,100,0,96.67,100,100,100,100,100,93.55,93.33,83.87,100,96.55,90.32,86.67,96.77,100,100,100,100,100,100,96.77
Poigar Bolaang Mongodow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.03,100,100,0,100,100,100,100,100,100,100,93.33,83.87,100,100,100,100,100,100,100,100,100,100,100,100
Pondok Aren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,90,100,100,100,67.74,96.67,93.55,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,83.87,100,100,100,100,93.55,100,100,100,100,100,100,100
Pos Observasi Geofisika Lembang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,100,96.67,12.9,100,93.33,96.77,76.67,80.65,22.58,0,83.87,66.67,100,100,96.77,83.87,83.33,100,100,96.77,100,100,100,100,100,96.67,96.77,100,100,100,100,100,100,3.45,0,0,0,0,67.74,100,40,100,100,100,90.32,100,100,100,100,100,100,100,100,100,100,100,38.71,100,100,100,100,100,100,93.55,100,51.61,90,96.77,100,100,0,100,100,100,100,100,100,67.74,96.67,77.42,100,93.1,64.52,76.67,100,100,100,100,100,100,100,100
Pos Observasi Parapat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,100,100,100,100,100,100,100,100,100,89.29,100,100,100,100,100,100,50,0,0,0,0,0,0,0,0,0,3.23,16.13,0,0,0,0,100,3.45,0,0,0,0,61.29,100,40,100,100,100,100,100,96.77,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,93.55,100,76.67,90.32,100,70.97,77.42,75,0,100,100,100,100,100,93.33,45.16,56.67,83.87,74.19,100,80.65,100,64.52,100,100,100,100,100,100,100
Poso Pesisir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,100,33.33,100,100,100,100,100,100,100,93.55,100,100,96.77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,83.87,100,100,83.87,100,100,100,100,100,100,100,100,93.55
Pracimantoro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,100,100,100,96.77,100,100,100,100,100,100,100,100,100,90.32,70,93.55,90,100,100,100,0,100,100,96.67,100,100,100,100,93.33,83.87,100,100,100,100,100,100,100,100,100,100,80,100
Provinsi Yogyakarta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.26,29.03,40,22.58,0,0,12.9,42.86,0,63.33,67.74,93.33,100,9.68,0,0,90,100,100,71.43,100,13.33,0,46.67,100,100,90,100,93.33,100,100,100,0,70,100,100,100,74.19,100,100,96.67,83.87,100,100,100,100,100,100,100,83.87,93.33,100,100,100
Pt pasir kelapa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68,0,0,46.67,77.42,0,21.43,0,90,100,100,100,100,100,100,93.33,87.1,100,100,100,100,96.77,100,100,100,100,100,100,100
Puger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.06,90.32,33.33,100,100,100,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,67.74,100,100,100,96.43,0,96.67,100,100,100,87.1,56.67,0,0,0,0,55.17,54.84,96.67,100,93.33,77.42,100,100,100,100,100
Pujut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,100,100,93.55,3.23,39.29,100,20,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,93.33,100,93.33,74.19,96.77,100,100,100,100,100,100,100,100,100,100,90.32
Pulau Batu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,100,100,83.87,100,100,100,100,96.77,100,100,100,100,100,100,100,100,100,100,100,100,80.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.67,100,100,100,100,100,100,93.33,83.87,100,100,100,100,100,100,100,100,100,100,100,100
Pulau Makian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,86.67,54.84,100,100,100,100,93.55,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,83.87,96.77,75.86,100,100,100,26.67,0,45.16,100,100,100,100
Pulau Obi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,100,100,77.42,100,93.33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.84,100,96.77,100,100,100,100,100,90,61.29,90,100,19.35,0,0,0,0,0,0,0,0,0,66.67,100,100,100,0,100,100,100,100,100,100,100,93.33,83.87,100,100,100,100,100,90,100,100,63.33,100,100,100
Pulau Pagai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,96.77,100,83.87,100,100,100,100,96.77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,64.52,0,77.42,100,80,25.81,100,96.77,87.1,3.45,0,0,0,0,48.39,0,0,83.87,0,19.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,54.84,0,61.29,100,100,100,93.33,83.87,100,100,100,100,100,100,87.1,9.68,23.33,48.39,43.33,100
Pulau Sabu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.87,93.33,90.32,100,100,100,100,100,100,35.48,100,100,100,100,100
Pulau Siau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.87,86.67,83.87,100,100,100,100,100,100,100,100,100,100,100,96.77
Pundong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.26,51.61,36.67,100,93.33,38.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.03,100,86.67,48.39,76.67,77.42,19.35,7.14,0,100,100,93.33,100,100,96.67,96.77,93.33,83.87,100,100,100,100,100,100,100,100,100,90.32,100,100
Punduh Pedada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,100,70.97,73.33,90.32,100,87.1,100,100,100,100,0,13.33,38.71,80.65,100,32.26,10,77.42,100,100,0,100,100,100,100,100,100,100,93.33,83.87,100,100,100,100,100,100,100,100,100,100,100,100
Rajabasa P. Sibesi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,100,100,90,100,100,96.77,96.77,100,100,100,100,100,100,100,100,100,96.67,100,100,96.43,0,100,100,100,100,100,100,100,93.33,83.87,100,100,100,100,100,100,100,100,100,100,100,100
Rambah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,54.84,100,100,100,100,100,100,100,100,100,100,100,93.55
Ranah Ampek Hulu Tapan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,25.81,3.23,0,0,20,93.55,100,100,100,100,100,100,100,100,100,100,100,100,63.33,19.35,83.87,43.33,83.87,96.67,93.55,58.06,100,0,100,100,100,100,100,100,100,93.33,83.87,58.06,86.21,93.55,100,93.55,100,100,100,100,100,100,100
Rangdo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.43,32.26,0,0,0,9.68,3.23,10,3.23,0,0,0,0,16.13,100,83.87,83.33,93.55,93.55,90,100,100,90.32,100,75,77.42,100,70.97,50,58.06,93.55,80,25.81,100,96.77,87.1,3.45,0,0,0,0,3.23,0,30,100,100,100,96.77,100,96.77,100,93.55,100,100,96.77,100,45.16,0,0,0,0,0,0,0,0,0,0,0,0,60,100,100,100,0,100,100,100,100,100,100,100,93.33,83.87,100,100,100,100,100,86.67,100,100,93.33,100,100,93.55
Ransiki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.14,100,100,100,96.67,83.87,100,100,100,90,29.03,0,0,0,0,0,0,0,0,0,9.68,86.67,77.42,74.19,64.29,80.65,76.67,80.65,100,100,100,80,25.81,100,96.77,87.1,3.45,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,3.33,0,0,0,0,0,0,0,0,0,100,100,96.67,100,100,89.29,0,100,100,100,100,100,100,100,93.33,83.87,100,100,100,100,100,100,100,77.42,26.67,100,100,100
Rantau Selatan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,58.06,100,100,100,93.55,93.33,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,96.77,100,100,0,100,100,100,100,100,100,100,93.33,83.87,100,100,100,100,100,100,100,100,100,100,100,100
Rao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,74.19,29.03,0,6.45,100,9.68,73.33,0,0,0,45.16,60,22.58,100,100,0,30,96.77,100,61.29,100,100,100,26.67,83.87,100,44.83,100,100,16.13,53.33,25.81,100,96.67,74.19,100,100
Rasiei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,96.77,93.55,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,43.33,100,100,100,0,100,100,100,100,100,100,100,96.67,80.65,100,100,100,100,100,100,100,100,100,100,56.67,96.77
Rauta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,100,60,0,0,0,0,0,35.48,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,66.67,80.65,41.94,90,100,93.33,74.19,100,100,70.97,0,38.71,96.67,80.65,100,100,100,100,100
Rawas Hulu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,36.67,83.87,93.33,100,100,100,100,100,93.55,100,100,100,93.33,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,74.19,100,100,0,100,100,100,100,100,100,100,93.33,83.87,100,100,100,100,100,100,100,100,100,100,100,100
Rengat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,100,70,61.29,77.42,100,77.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,100,96.67,100,100,26.67,100,93.33,74.19,100,6.9,100,100,100,100,100,100,100,100,100,100
Rio Pakava,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,83.87,100,100,100,100,100,100,100,100,100,100,100,100
Riung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.43,100,60,0,0,0,0,0,35.48,100,100,93.55,75,100,100,100,100,100,100,100,100,100,74.19,83.87,92.86,0,100,100,100,87.1,90.32,100,100,93.33,83.87,100,100,100,100,100,100,100,100,100,100,100,100
Rokan Hilir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.87,96.67,100,19.35,57.14,0,100,100,100,100,100,100,100,93.33,54.84,100,100,100,100,100,100,100,100,100,100,100,100
Rokan Hulu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.03,100,100,0,100,100,100,100,100,100,100,93.33,83.87,100,100,100,100,100,100,100,100,100,100,100,100
Ronggurnihuta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,93.55,70,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,83.87,100,100,100,100,100,100,100,100,100,100,100,100
Ropang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.87,96.67,100,61.29,100,0,100,96.77,100,100,100,100,100,93.33,83.87,100,100,100,100,100,100,100,100,100,100,100,100
Sabbang Paru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,87.1,100,100,100,100,100,100,90.32,100,100,100,100,64.52,0,77.42,100,100,6.45,96.67,100,45.16,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
